Date,Ticker,Close,High,Low,Open,Volume
2024-04-04,COALINDIA.NS,422.3804931640625,426.7562683417373,416.4519985561384,423.46266979885735,14743020
2024-04-05,COALINDIA.NS,420.592529296875,422.3804769794915,417.81648485851576,422.28636842400664,4820138
2024-04-08,COALINDIA.NS,421.0159912109375,423.8861443172058,418.3340552230115,422.52164200397493,3980972
2024-04-09,COALINDIA.NS,413.9112243652344,423.744950989437,411.46454550942013,422.23932897161205,8005012
2024-04-10,COALINDIA.NS,429.438232421875,431.5555459093871,416.0285803342981,416.4520258010593,15825331
2024-04-12,COALINDIA.NS,428.7324523925781,436.11952948425903,425.8622991603459,428.16782973067166,11259294
2024-04-15,COALINDIA.NS,424.4036865234375,428.9206100591436,415.08751378235655,422.47459034458166,7680715
2024-04-16,COALINDIA.NS,426.4739685058594,429.48524135115605,420.02791994326327,422.52163879390116,4996845
2024-04-18,COALINDIA.NS,412.73492431640625,429.861618253076,409.4883659321283,428.12073926807,10945138
2024-04-19,COALINDIA.NS,409.6295471191406,412.7349572821134,402.80709294984206,410.2882783191986,7628287
2024-04-22,COALINDIA.NS,416.82843017578125,418.28701231988293,412.17032935007586,414.899305239179,6396926
2024-04-23,COALINDIA.NS,414.9463806152344,419.4633043175849,413.3466212484558,419.4633043175849,5390120
2024-04-24,COALINDIA.NS,417.67535400390625,422.2393463174144,415.1345664881264,415.5109720080455,6538090
2024-04-25,COALINDIA.NS,425.7681884765625,427.2267705894327,415.69917600855047,416.875461169865,10858594
2024-04-26,COALINDIA.NS,428.9206237792969,433.2964276969893,425.53294537810325,427.22678457870006,7209435
2024-04-29,COALINDIA.NS,426.5210266113281,431.6496417279023,423.98023901418287,431.6496417279023,5305655
2024-04-30,COALINDIA.NS,427.50909423828125,431.36731555191284,425.39178081569213,429.485259176278,6021793
2024-05-02,COALINDIA.NS,427.1326904296875,432.44949396872227,422.89806356742776,430.5674375854957,14980896
2024-05-03,COALINDIA.NS,446.6119689941406,447.7411855516446,422.8980479538534,430.8967872872495,51071947
2024-05-06,COALINDIA.NS,433.4375915527344,453.0580351254959,417.86355772377055,450.7525045648824,36408390
2024-05-07,COALINDIA.NS,429.1088562011719,441.81273681239077,426.1446231354677,435.6960535551372,13728379
2024-05-08,COALINDIA.NS,437.060546875,443.6006754531636,428.2619277050525,429.7675785269416,16978094
2024-05-09,COALINDIA.NS,417.3459777832031,440.11887013249043,415.32277303696594,437.90744827213365,15601338
2024-05-10,COALINDIA.NS,422.8980407714844,424.5448400180383,414.2876390259392,420.82779609227066,9190621
2024-05-13,COALINDIA.NS,417.8165283203125,425.15653692526524,409.0649773899533,424.6389828931104,11107909
2024-05-14,COALINDIA.NS,422.2393493652344,424.07433705729824,418.851642225708,420.35729303415314,6592194
2024-05-15,COALINDIA.NS,440.260009765625,442.28321447122204,422.9921380953496,423.4626521532977,23543942
2024-05-16,COALINDIA.NS,440.6834716796875,446.9883717793137,430.84974473128267,441.01283727615754,17232651
2024-05-17,COALINDIA.NS,442.51849365234375,445.76505230186564,439.27193500282186,441.3892483695795,10625019
2024-05-21,COALINDIA.NS,461.7154541015625,464.77379557613034,442.00093167316516,442.00093167316516,27356982
2024-05-22,COALINDIA.NS,472.11383056640625,477.43063382780485,462.6094405838381,465.3384164534329,28346931
2024-05-23,COALINDIA.NS,467.9732971191406,474.0899802197659,463.0799678693808,473.71357469561525,14378840
2024-05-24,COALINDIA.NS,471.455078125,475.59559602163984,460.303889395829,466.70289770690744,12190536
2024-05-27,COALINDIA.NS,465.2913818359375,473.3371610586208,461.8095661819446,473.2901211381209,8811105
2024-05-28,COALINDIA.NS,458.89239501953125,466.9382033433196,455.5517564037306,466.74998621655556,8165238
2024-05-29,COALINDIA.NS,457.76318359375,462.8917701002499,453.66970514246344,453.66970514246344,8014727
2024-05-30,COALINDIA.NS,453.71673583984375,459.174716569877,451.2230168811611,457.3397001131268,7725080
2024-05-31,COALINDIA.NS,462.2330627441406,464.02101057830515,450.7525072314605,455.8340537614708,11223848
2024-06-03,COALINDIA.NS,482.1357727050781,496.29829298762303,475.73679246662164,484.6295203960001,24416215
2024-06-04,COALINDIA.NS,415.84033203125,482.18284505131226,386.5743509430282,482.1357476953658,48046493
2024-06-05,COALINDIA.NS,433.3905029296875,435.55488490509964,400.031072247981,425.34472373556633,18966089
2024-06-06,COALINDIA.NS,445.0592956542969,455.83405124037324,437.2487444166055,442.28325099599124,21757857
2024-06-07,COALINDIA.NS,450.89361572265625,452.91682042706225,440.02475247761294,445.10629855688126,8317343
2024-06-10,COALINDIA.NS,449.5291748046875,459.22175360886166,447.4589013135527,456.3986690579875,10958537
2024-06-11,COALINDIA.NS,448.2587585449219,454.98710397701024,447.17658193157615,453.5755617723246,11169021
2024-06-12,COALINDIA.NS,459.8804626464844,465.15019724632504,451.08184381033294,452.6345344948539,15412796
2024-06-13,COALINDIA.NS,459.1276550292969,464.7738242538045,454.987136674905,464.7738242538045,7438571
2024-06-14,COALINDIA.NS,458.2336730957031,463.36225932685136,456.63391373969705,459.12763261520035,5974636
2024-06-18,COALINDIA.NS,460.2098388671875,463.832803252756,456.58690319952126,462.98588359950804,6946544
2024-06-19,COALINDIA.NS,449.7644348144531,462.2330583296464,448.39993245204505,460.539190357219,8962510
2024-06-20,COALINDIA.NS,454.65777587890625,458.65714578865595,443.7418428522443,452.68161088580246,7864157
2024-06-21,COALINDIA.NS,451.8817443847656,462.4212427901207,450.75249907945204,454.65776029031804,10340882
2024-06-24,COALINDIA.NS,445.7650451660156,451.7405509311103,444.1652858273588,451.69351101087335,11124175
2024-06-25,COALINDIA.NS,441.57745361328125,449.7644098983858,437.86038098222696,447.8352849853717,7951999
2024-06-26,COALINDIA.NS,441.1069641113281,444.02415724423133,437.6251483207822,442.5185063964844,6655899
2024-06-27,COALINDIA.NS,439.5071716308594,441.3421879506497,434.2844770559165,441.1069309208253,14857335
2024-06-28,COALINDIA.NS,445.2474670410156,447.92940303385296,440.4011777727798,442.2832340880481,8302706
2024-07-01,COALINDIA.NS,446.8001403808594,448.2116825624137,443.4595020383403,445.4356668360963,8579861
2024-07-02,COALINDIA.NS,450.84661865234375,456.39867931694897,445.4357064748748,449.81148188350846,14629287
2024-07-03,COALINDIA.NS,456.3515930175781,458.8923516815334,451.12886978107775,453.4814400539431,7244652
2024-07-04,COALINDIA.NS,460.6803283691406,463.7386699165474,456.68095865330105,459.9275173215546,7796954
2024-07-05,COALINDIA.NS,462.5153503417969,464.20918957816696,458.18661497141653,460.63329398231855,5754517
2024-07-08,COALINDIA.NS,464.2091979980469,466.7499856165881,458.4689489718415,463.6446040542835,7477292
2024-07-09,COALINDIA.NS,464.6797180175781,467.64397984961516,462.1389590845631,467.64397984961516,6444684
2024-07-10,COALINDIA.NS,461.8096008300781,465.7148622152696,452.2111014601524,464.6797254255086,5981477
2024-07-11,COALINDIA.NS,470.5611267089844,476.1602558289155,459.73930271287264,462.98586139886646,20146927
2024-07-12,COALINDIA.NS,466.9382019042969,478.60694578016944,466.2794706805543,474.2782103390502,8198389
2024-07-15,COALINDIA.NS,468.3967590332031,473.9017794233813,463.5034011935115,470.5140723588178,7106020
2024-07-16,COALINDIA.NS,482.2298889160156,487.82901791844876,468.6320206060495,468.6320206060495,23169665
2024-07-18,COALINDIA.NS,475.4544677734375,485.38230316408016,471.69035521313316,484.95882901388603,12540956
2024-07-19,COALINDIA.NS,459.22174072265625,476.53665307189766,458.0454555261331,475.5015163553772,9971704
2024-07-22,COALINDIA.NS,462.2330627441406,466.74998661128274,455.0341740488994,459.22176102077816,7281653
2024-07-23,COALINDIA.NS,458.28070068359375,466.56173676525447,437.1546076146132,464.8678976133374,11311831
2024-07-24,COALINDIA.NS,464.6797180175781,469.9494817304306,456.49278983177163,457.9984407094297,6823248
2024-07-25,COALINDIA.NS,464.867919921875,473.8547275344189,455.45763814207993,462.0448353879365,10281157
2024-07-26,COALINDIA.NS,479.783203125,481.5241109283144,468.8672709528146,468.8672709528146,20437968
2024-07-29,COALINDIA.NS,481.94757080078125,485.28820911306315,477.57176710325007,484.15896389088107,7259754
2024-07-30,COALINDIA.NS,488.72296142578125,494.6043875401562,479.8773310112424,481.9476044906628,13197520
2024-07-31,COALINDIA.NS,491.4049377441406,494.41623947263093,480.39489631211853,492.58122299466004,11972565
2024-08-01,COALINDIA.NS,508.5316467285156,510.27252587104414,496.86287443044966,503.4500716293382,34763894
2024-08-02,COALINDIA.NS,493.56927490234375,505.52034414214415,491.49900144228513,502.50904251258635,10985150
2024-08-05,COALINDIA.NS,476.9130554199219,484.62949774496286,468.20854502353177,484.62949774496286,11835031
2024-08-06,COALINDIA.NS,470.1376647949219,486.6997658133289,468.63201402635764,478.1364039901508,7142269
2024-08-07,COALINDIA.NS,500.1564636230469,501.37978873552925,477.76000505521444,477.76000505521444,18293730
2024-08-08,COALINDIA.NS,492.5812072753906,503.4500711561816,490.5109338133825,502.50904298579616,13624148
2024-08-09,COALINDIA.NS,498.55670166015625,500.015283803382,491.0755163913406,498.7449187770435,6468264
2024-08-12,COALINDIA.NS,493.0517272949219,499.21545039797206,492.4400360024885,497.80390812540475,5238736
2024-08-13,COALINDIA.NS,490.9814453125,498.6508478350656,489.33464602299955,494.03978685014374,5201294
2024-08-14,COALINDIA.NS,474.93695068359375,496.7688167167368,469.6201183047549,492.06367565079233,14766889
2024-08-16,COALINDIA.NS,486.9125061035156,490.19154988614434,477.5981654246971,482.54048640034716,7313429
2024-08-19,COALINDIA.NS,496.1318359375,497.50999152831645,487.72042858988846,488.33818246818134,10737456
2024-08-20,COALINDIA.NS,498.60296630859375,502.262211007433,495.22890125653856,498.3653552766109,8191127
2024-08-21,COALINDIA.NS,505.82635498046875,508.72519784530533,498.4129026999101,500.4088120795017,9067794
2024-08-22,COALINDIA.NS,502.642333984375,508.9152997870742,500.69393520123117,507.5371442539469,8531700
2024-08-23,COALINDIA.NS,512.1467895507812,514.3328574296066,502.64234837503693,502.7374275930975,12566904
2024-08-26,COALINDIA.NS,511.4339599609375,516.6138920392513,508.20248474538346,515.140715249035,7193307
2024-08-27,COALINDIA.NS,505.0660095214844,514.8555719861282,503.7353645994732,512.3843825610364,7865530
2024-08-28,COALINDIA.NS,500.2662353515625,509.0103327876391,499.41087045671566,507.4421348085007,6066259
2024-08-29,COALINDIA.NS,501.4067687988281,503.7353684247792,490.5241723505694,500.26622428708635,9147836
2024-08-30,COALINDIA.NS,498.9356384277344,510.3884781509958,496.13181675013,503.73536949725843,30921282
2024-09-02,COALINDIA.NS,495.0387878417969,502.78493048542435,491.99741312060985,500.8840422794303,6370038
2024-09-03,COALINDIA.NS,493.8507385253906,497.6525149821234,492.56766217544526,495.1813834894491,5526155
2024-09-04,COALINDIA.NS,478.691162109375,491.2370067461675,475.7447796171257,491.2370067461675,16783593
2024-09-05,COALINDIA.NS,472.3707275390625,482.35039079693,470.6124001163877,482.35039079693,10830621
2024-09-06,COALINDIA.NS,464.3394775390625,474.2716305013628,457.2111464193025,474.2716305013628,13110103
2024-09-09,COALINDIA.NS,460.4426574707031,464.29194448717556,454.3597920050522,463.81672243549986,10189742
2024-09-10,COALINDIA.NS,466.7630920410156,467.61848590931163,457.9239447212863,463.1513871450693,9809547
2024-09-11,COALINDIA.NS,459.9674377441406,469.0916779782352,458.06654952782884,468.4263845056775,8134497
2024-09-12,COALINDIA.NS,471.0876159667969,472.6083323394776,458.3516707304436,462.86628023997105,12058489
2024-09-13,COALINDIA.NS,465.9552307128906,473.178611839628,465.24239762153996,472.3707285350467,8093877
2024-09-16,COALINDIA.NS,468.8065490722656,470.37477602533437,463.19893472222356,468.0937160022115,5244657
2024-09-17,COALINDIA.NS,464.29193115234375,470.279717229383,463.48404788664766,468.80654051359994,5063902
2024-09-18,COALINDIA.NS,462.9613342285156,469.13922097616194,462.05840071714323,465.5275159359249,6527832
2024-09-19,COALINDIA.NS,454.2648010253906,467.23835809833895,452.6490343400803,464.7671974641454,10014450
2024-09-20,COALINDIA.NS,466.62054443359375,473.3211637643007,456.4982915223843,457.11610339414995,12982128
2024-09-23,COALINDIA.NS,475.7923278808594,477.59816589113854,466.19283655642477,469.0441688901032,6123879
2024-09-24,COALINDIA.NS,479.3089294433594,481.542478792807,476.6952082697028,479.97425188966326,7306001
2024-09-25,COALINDIA.NS,480.2593994140625,481.8751660106766,477.1229454385792,481.3999439534669,5059851
2024-09-26,COALINDIA.NS,481.44744873046875,482.3028716272957,475.26956206150874,480.9247160759653,6877039
2024-09-27,COALINDIA.NS,490.5242004394531,492.1874776945905,479.87924340972603,481.44747044923344,15443031
2024-09-30,COALINDIA.NS,484.8690490722656,488.00553198768165,477.5981575494292,487.5778205429993,8881502
2024-10-01,COALINDIA.NS,483.30084228515625,490.42917329231193,481.0672927685302,486.62739675516224,4743517
2024-10-03,COALINDIA.NS,477.45562744140625,484.63146921520735,474.7468557964717,474.7468557964717,11285134
2024-10-04,COALINDIA.NS,472.5608215332031,479.64161272616343,469.5668993923904,474.8418815886182,7170285
2024-10-07,COALINDIA.NS,456.6408996582031,475.7448037095476,451.7936287326106,473.4162329646354,8940891
2024-10-08,COALINDIA.NS,467.4759521484375,468.3313460662293,452.83911831596214,456.9735270861647,6049075
2024-10-09,COALINDIA.NS,462.81878662109375,471.42029450543225,461.5831918331493,467.61851793684,6874313
2024-10-10,COALINDIA.NS,463.9117736816406,469.4718774996988,461.96334586227294,464.48204594597394,4700891
2024-10-11,COALINDIA.NS,468.52142333984375,469.42432781751404,463.293980871931,463.3414914740841,4364566
2024-10-14,COALINDIA.NS,473.6062927246094,477.55065902123744,468.52143989399735,470.422328131311,5369297
2024-10-15,COALINDIA.NS,469.9471130371094,474.6042834865018,465.76513564883567,473.6062997439693,4279311
2024-10-16,COALINDIA.NS,471.1826477050781,474.6517627595469,468.4738763045131,470.46981465257426,8000451
2024-10-17,COALINDIA.NS,465.62255859375,472.60832852687184,463.05637692797706,471.1826623774695,4334990
2024-10-18,COALINDIA.NS,467.80859375,469.2817704907055,459.39715773357193,463.8167169609403,4573163
2024-10-21,COALINDIA.NS,461.3455505371094,470.2322084843521,458.4467076957996,467.6184872648837,4737527
2024-10-22,COALINDIA.NS,445.1405029296875,463.34150176195277,444.04749800863283,460.9653914965068,8671135
2024-10-23,COALINDIA.NS,450.6055603027344,452.45890892210616,436.2063377749502,445.140506646576,10686743
2024-10-24,COALINDIA.NS,453.59942626953125,459.8248232416906,449.6075496274476,450.60553329059394,5045880
2024-10-25,COALINDIA.NS,438.2497863769531,455.31024080493904,436.2538479382765,454.407336300593,10330954
2024-10-28,COALINDIA.NS,419.7636413574219,435.30340857824154,413.68080476785946,429.6007438370419,21378247
2024-10-29,COALINDIA.NS,423.4703674316406,424.4683511640156,417.05486960091963,422.1872910696987,7680865
2024-10-30,COALINDIA.NS,426.8919677734375,433.21241532710224,422.9476305035003,425.7989628439733,7818123
2024-10-31,COALINDIA.NS,429.64825439453125,431.9768540990364,421.236847106376,429.60074379046085,8475238
2024-11-01,COALINDIA.NS,431.6441955566406,436.77658805423926,429.9334077258588,432.1194176213304,3095957
2024-11-04,COALINDIA.NS,421.3318786621094,435.4459800427304,413.9184259193859,435.30341922176524,15720990
2024-11-05,COALINDIA.NS,428.5749816894531,429.90535384216594,420.7898821561143,422.8593466076961,10186343
2024-11-06,COALINDIA.NS,429.4618835449219,432.51680437444935,424.9288082013405,431.4327963286503,9130749
2024-11-07,COALINDIA.NS,429.0184631347656,433.94574528843526,428.32863160375445,431.4328133458176,5861077
2024-11-08,COALINDIA.NS,417.8827819824219,429.6589982058643,415.12351604178974,429.01845754897573,9934413
2024-11-11,COALINDIA.NS,415.41912841796875,419.5580572779232,411.28022963175664,416.84805221036174,7201246
2024-11-12,COALINDIA.NS,408.0281982421875,418.62185422678016,406.79637777886273,416.3553166037594,6564348
2024-11-13,COALINDIA.NS,400.9822082519531,409.45713941463396,399.7996786011386,407.9789547958086,7170870
2024-11-14,COALINDIA.NS,403.790771484375,407.33842064090226,396.74476403698026,401.2778696217793,8776485
2024-11-18,COALINDIA.NS,407.3384094238281,412.41350387492395,405.02258086641274,407.92968927925756,7352509
2024-11-19,COALINDIA.NS,406.25439453125,415.86259428062465,404.7269491646924,409.90059518358646,6291292
2024-11-21,COALINDIA.NS,400.0953063964844,407.88040609733235,398.27220600529853,407.0427621258423,14141967
2024-11-22,COALINDIA.NS,408.0281982421875,409.7034861018058,400.4894630213885,401.47491939204826,8155453
2024-11-25,COALINDIA.NS,411.3787841796875,421.2333481310635,409.6542354881967,414.87714235292896,10903727
2024-11-26,COALINDIA.NS,405.51531982421875,413.8916994560677,403.7415102846187,412.3642540232868,5798977
2024-11-27,COALINDIA.NS,411.0831298828125,414.87714302498665,406.697866961592,413.8916866282527,9219932
2024-11-28,COALINDIA.NS,409.1614990234375,418.720407818887,407.48621115605613,413.89167759502675,7788912
2024-11-29,COALINDIA.NS,410.34405517578125,411.92079149289515,405.02259642004765,409.26004707815645,7057742
2024-12-02,COALINDIA.NS,415.5669860839844,417.24224396075476,410.7382255467658,412.3149618401182,6404844
2024-12-03,COALINDIA.NS,415.9611511230469,419.3116968575715,413.25114603172295,418.818968659149,7928558
2024-12-04,COALINDIA.NS,410.59039306640625,419.70586454486704,408.96439606067247,415.9611423453745,6836472
2024-12-05,COALINDIA.NS,412.31494140625,415.1234980905726,406.00802661914753,412.0685773124277,9500273
2024-12-06,COALINDIA.NS,411.0831298828125,415.36987122335364,410.344037585262,413.8916866282527,4252732
2024-12-09,COALINDIA.NS,407.97894287109375,414.8278767676295,406.5007582954739,411.9207684060802,6662023
2024-12-10,COALINDIA.NS,408.0281982421875,411.1324098687592,405.51529652650174,409.4571220091409,6035289
2024-12-11,COALINDIA.NS,410.88604736328125,413.5467615300955,409.5063843800347,409.94985177804136,5353413
2024-12-12,COALINDIA.NS,403.15020751953125,411.7729507685336,401.17929477690217,410.4425786525106,9409378
2024-12-13,COALINDIA.NS,404.332763671875,405.268959315597,396.15348728235864,403.1502339928903,9439175
2024-12-16,COALINDIA.NS,404.4805908203125,406.84568016211887,400.5880260164855,404.52985161074366,5434635
2024-12-17,COALINDIA.NS,397.0403747558594,404.9733167643724,396.1534700168388,404.48058856783405,5070262
2024-12-18,COALINDIA.NS,390.04364013671875,398.9127479424185,388.81181960814934,397.6316666222036,7176597
2024-12-19,COALINDIA.NS,386.2496643066406,388.76256620317116,381.3716428913238,385.264207865061,5745829
2024-12-20,COALINDIA.NS,376.4443359375,387.9741875755537,374.9661513723004,387.2843560822971,7923854
2024-12-23,COALINDIA.NS,377.38055419921875,382.94837704792195,376.8385351151674,380.3861842995493,5163415
2024-12-24,COALINDIA.NS,378.9079895019531,381.12526642361604,375.85306861735785,379.25290526007154,4242999
2024-12-26,COALINDIA.NS,380.9774475097656,384.623618119249,379.44997205652567,380.7803442016887,4190081
2024-12-27,COALINDIA.NS,374.9661560058594,382.8005463277258,374.029960406834,381.8643507287004,5909271
2024-12-30,COALINDIA.NS,372.4039611816406,376.7399632527988,370.23597518293263,374.96615379260663,22328728
2024-12-31,COALINDIA.NS,378.5630798339844,379.1050989122453,370.6301676383554,372.4039771747248,7686615
2025-01-01,COALINDIA.NS,380.78033447265625,382.50488311616806,376.9370606532926,377.971777809903,3584876
2025-01-02,COALINDIA.NS,387.235107421875,388.22056382954105,378.4645213346528,382.7512627227487,7538972
2025-01-03,COALINDIA.NS,387.9248962402344,393.4927187476266,383.83525829624233,387.28435561084274,7122319
2025-01-06,COALINDIA.NS,373.2416076660156,388.3190784016409,371.66487142746354,388.3190784016409,8774141
2025-01-07,COALINDIA.NS,374.2763366699219,378.6616297729116,371.02434251008776,375.015428985679,6542121
2025-01-08,COALINDIA.NS,374.818359375,376.4936172626913,370.5316178873524,374.5227044015884,7407778
2025-01-09,COALINDIA.NS,366.7868957519531,376.00088932542724,365.4072326891661,376.00088932542724,6247612
2025-01-10,COALINDIA.NS,363.14068603515625,367.77234317826327,359.39596371747945,365.99850360114567,4893721
2025-01-13,COALINDIA.NS,357.62213134765625,365.01305455024107,355.9961342578363,360.77560394358983,8661589
2025-01-14,COALINDIA.NS,363.8797912597656,368.5607093599251,357.7206884963979,359.6916013806756,5698113
2025-01-15,COALINDIA.NS,369.1519775390625,375.9023599684976,363.9290405170301,366.4912332001268,11117714
2025-01-16,COALINDIA.NS,373.3401794433594,375.951633002547,369.3490628049837,372.9460028809102,6923722
2025-01-17,COALINDIA.NS,382.0121765136719,383.6381735975222,373.044517046044,374.47344088946164,8380692
2025-01-20,COALINDIA.NS,381.4208984375,385.31346335769535,377.08489616893957,383.93383037320933,14597375
2025-01-21,COALINDIA.NS,376.0008850097656,383.98308802626514,375.45889600827985,382.3570909480645,20854879
2025-01-22,COALINDIA.NS,373.6850891113281,378.31671627352875,369.2012443246708,375.9516268637089,10653690
2025-01-23,COALINDIA.NS,380.1890563964844,382.55417574895205,370.72869928158093,372.00978053604945,5844752
2025-01-24,COALINDIA.NS,377.47906494140625,386.5452759217775,376.1487228500006,380.43543416451735,5351964
2025-01-27,COALINDIA.NS,370.2852478027344,377.42980680890827,367.3288785588004,375.3603423234058,6645109
2025-01-28,COALINDIA.NS,365.2593994140625,372.10833325046667,362.40158194103657,370.53159703556696,10866038
2025-01-29,COALINDIA.NS,373.93145751953125,379.40072872226375,365.40723526976325,367.0825232442682,6680927
2025-01-30,COALINDIA.NS,379.4499816894531,381.71654949490824,374.8676153608876,376.1487267484257,6300164
2025-01-31,COALINDIA.NS,395.8999938964844,396.95001220703125,374.6499938964844,379.5,10339434
2025-02-01,COALINDIA.NS,385.29998779296875,399.45001220703125,379.04998779296875,395.8999938964844,7015540
2025-02-03,COALINDIA.NS,374.0,384.1499938964844,366.5,384.0,7689700
2025-02-04,COALINDIA.NS,376.54998779296875,380.70001220703125,374.8999938964844,377.5,4649921
2025-02-05,COALINDIA.NS,382.8500061035156,385.1000061035156,377.8999938964844,378.0,5914200
2025-02-06,COALINDIA.NS,379.6000061035156,384.6499938964844,377.20001220703125,382.79998779296875,4652107
2025-02-07,COALINDIA.NS,378.25,383.0,376.0,379.5,3006598
2025-02-10,COALINDIA.NS,370.5,379.8500061035156,369.0,377.0,3380494
2025-02-11,COALINDIA.NS,359.0,370.5,357.5,370.0,6803431
2025-02-12,COALINDIA.NS,360.3500061035156,361.79998779296875,351.54998779296875,359.8999938964844,4565992
2025-02-13,COALINDIA.NS,361.6499938964844,367.54998779296875,358.6000061035156,362.0,3712240
2025-02-14,COALINDIA.NS,354.20001220703125,365.0,350.5,363.8999938964844,4464446
2025-02-17,COALINDIA.NS,360.1000061035156,362.0,349.25,354.20001220703125,6017586
2025-02-18,COALINDIA.NS,361.1000061035156,362.3500061035156,353.79998779296875,360.25,3843725
2025-02-19,COALINDIA.NS,362.29998779296875,365.29998779296875,358.0,360.0,3097726
2025-02-20,COALINDIA.NS,367.95001220703125,369.45001220703125,360.0,360.0,4624287
2025-02-21,COALINDIA.NS,369.95001220703125,371.20001220703125,365.29998779296875,367.54998779296875,5235241
2025-02-24,COALINDIA.NS,364.79998779296875,368.5,361.1499938964844,368.04998779296875,4533486
2025-02-25,COALINDIA.NS,361.1499938964844,365.3999938964844,358.70001220703125,364.0,4525493
2025-02-27,COALINDIA.NS,363.8500061035156,367.79998779296875,356.1499938964844,359.0,6196610
2025-02-28,COALINDIA.NS,369.3500061035156,375.75,365.29998779296875,366.79998779296875,21899478
2025-03-03,COALINDIA.NS,360.3500061035156,371.0,352.3999938964844,370.0,12675744
2025-03-04,COALINDIA.NS,363.8500061035156,366.5,352.6000061035156,356.1000061035156,5535218
2025-03-05,COALINDIA.NS,368.25,368.8999938964844,362.04998779296875,362.04998779296875,5730797
2025-03-06,COALINDIA.NS,382.6000061035156,384.1499938964844,368.1000061035156,370.04998779296875,11247215
2025-03-07,COALINDIA.NS,380.6499938964844,389.6000061035156,379.3999938964844,382.6000061035156,8321771
2025-03-10,COALINDIA.NS,375.1499938964844,386.6000061035156,374.04998779296875,380.70001220703125,5541001
2025-03-11,COALINDIA.NS,379.04998779296875,380.0,368.0,371.0,5340552
2025-03-12,COALINDIA.NS,380.70001220703125,382.8500061035156,373.79998779296875,379.54998779296875,3945135
